L,T,S,PY,B,D,X,SP,P,Y,HDate,H,SSC
F,P4,1,2014,1,2,3,na,3543,2014,2014,2014,7.2
F,P4,1,2014,1,2,4,na,3544,2014,2014,2014,6.9
F,P4,1,2014,1,2,3,na,3545,2014,2014,2014,7.1
F,P4,1,2014,1,2,4,na,3546,2014,2014,2014,6
F,P4,1,2014,1,2,3,na,3547,2014,2014,2014,7.5
F,P4,1,2014,1,2,3,na,3548,2014,2014,2014,8.1
F,P4,1,2014,1,2,3,na,3549,2014,2014,2014,6.7
F,P4,1,2014,1,2,4,na,3550,2014,2014,2014,6.8
F,P4,1,2014,1,2,3,na,3551,2014,2014,2014,6.7
F,P4,1,2014,1,2,4,na,3552,2014,2014,2014,6
F,P4,1,2014,1,2,3,na,3553,2014,2014,2014,8.5
F,P4,1,2014,1,2,3,na,3554,2014,2014,2014,8.8
F,P4,1,2014,1,2,3,na,3555,2014,2014,2014,6.7
F,P4,1,2014,1,2,3,na,3556,2014,2014,2014,9.1
F,P4,1,2014,1,2,4,na,3557,2014,2014,2014,5.8
F,P4,1,2014,1,2,4,na,3558,2014,2014,2014,6.8
F,P4,1,2014,1,2,4,na,3559,2014,2014,2014,6.7
F,P4,1,2014,1,2,4,na,3560,2014,2014,2014,6
F,P4,1,2014,1,2,3,na,3561,2014,2014,2014,6.2
F,P4,1,2014,1,2,4,na,3562,2014,2014,2014,8.4
F,P4,1,2014,1,2,3,na,3563,2014,2014,2014,13
F,P4,1,2014,1,2,3,na,3564,2014,2014,2014,8.5
F,P4,1,2014,1,2,3,na,3565,2014,2014,2014,7.2
F,P4,1,2014,1,2,4,na,3566,2014,2014,2014,7.3
F,P4,1,2014,1,2,3,na,3567,2014,2014,2014,8.5
F,P4,1,2014,1,2,3,na,3568,2014,2014,2014,7.6
F,P4,1,2014,1,2,3,na,3569,2014,2014,2014,7.5
F,P4,1,2014,1,2,3,na,3570,2014,2014,2014,6.9
F,P4,1,2014,1,2,3,na,3571,2014,2014,2014,7.5
F,P4,1,2014,1,2,4,na,3572,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3573,2014,2014,2014,7.3
F,P4,1,2014,1,2,4,na,3574,2014,2014,2014,6.5
F,P4,1,2014,1,2,3,na,3575,2014,2014,2014,6.4
F,P4,1,2014,1,2,3,na,3576,2014,2014,2014,10.8
F,P4,1,2014,1,2,4,na,3577,2014,2014,2014,9.6
F,P4,1,2014,1,2,3,na,3578,2014,2014,2014,6.6
F,P4,1,2014,1,2,4,na,3579,2014,2014,2014,8.1
F,P4,1,2014,1,2,3,na,3580,2014,2014,2014,8.4
F,P4,1,2014,1,2,3,na,3581,2014,2014,2014,7.1
F,P4,1,2014,1,2,3,na,3582,2014,2014,2014,7.5
F,P4,1,2014,1,2,4,na,3583,2014,2014,2014,7.3
F,P4,1,2014,1,2,4,na,3584,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3585,2014,2014,2014,7.7
F,P4,1,2014,1,2,4,na,3586,2014,2014,2014,6.7
F,P4,1,2014,1,2,4,na,3587,2014,2014,2014,8.1
F,P4,1,2014,1,2,3,na,3588,2014,2014,2014,8.5
F,P4,1,2014,1,2,3,na,3589,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3590,2014,2014,2014,9.5
F,P4,1,2014,1,2,4,na,3591,2014,2014,2014,7.3
F,P4,1,2014,1,2,3,na,3592,2014,2014,2014,9.4
F,P4,1,2014,1,2,4,na,3593,2014,2014,2014,7.2
F,P4,1,2014,1,2,3,na,3594,2014,2014,2014,5
F,P4,1,2014,1,2,4,na,3595,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3596,2014,2014,2014,7
F,P4,1,2014,1,2,3,na,3597,2014,2014,2014,8.4
F,P4,1,2014,1,2,3,na,3598,2014,2014,2014,8.8
F,P4,1,2014,1,2,4,na,3599,2014,2014,2014,8.2
F,P4,1,2014,1,2,4,na,3600,2014,2014,2014,8.3
F,P4,1,2014,1,2,3,na,3601,2014,2014,2014,7.2
F,P4,1,2014,1,2,4,na,3602,2014,2014,2014,8.5
F,P4,1,2014,1,2,4,na,3603,2014,2014,2014,6.9
F,P4,1,2014,1,2,3,na,3604,2014,2014,2014,4.7
F,P4,1,2014,1,2,3,na,3605,2014,2014,2014,7.3
F,P4,1,2014,1,2,4,na,3606,2014,2014,2014,8.3
F,P4,1,2014,1,2,3,na,3607,2014,2014,2014,6.8
F,P4,1,2014,1,2,3,na,3608,2014,2014,2014,7.6
F,P4,1,2014,1,2,3,na,3609,2014,2014,2014,8
F,P4,1,2014,1,2,4,na,3610,2014,2014,2014,6.9
F,P4,1,2014,1,2,3,na,3611,2014,2014,2014,7.6
F,P4,1,2014,1,2,4,na,3612,2014,2014,2014,8.3
F,P4,1,2014,1,2,4,na,3613,2014,2014,2014,7.8
F,P4,1,2014,1,2,4,na,3614,2014,2014,2014,8.2
F,P4,1,2014,1,2,3,na,3615,2014,2014,2014,6.8
F,P4,1,2014,1,2,3,na,3616,2014,2014,2014,9.6
F,P4,1,2014,1,2,4,na,3617,2014,2014,2014,8.1
F,P4,1,2014,1,2,3,na,3618,2014,2014,2014,8.5
F,P4,1,2014,1,2,3,na,3619,2014,2014,2014,8
F,P4,1,2014,1,2,4,na,3620,2014,2014,2014,7.3
F,P4,1,2014,1,2,3,na,3621,2014,2014,2014,7.9
F,P4,1,2014,1,2,3,na,3622,2014,2014,2014,6.8
F,P4,1,2014,1,2,4,na,3623,2014,2014,2014,5.9
F,P4,1,2014,1,2,3,na,3624,2014,2014,2014,8.8
F,P4,1,2014,1,2,4,na,3625,2014,2014,2014,8.5
F,P4,1,2014,1,2,4,na,3626,2014,2014,2014,6.6
F,P4,1,2014,1,2,4,na,3627,2014,2014,2014,8.1
F,P4,1,2014,1,2,3,na,3628,2014,2014,2014,8.1
F,P4,1,2014,1,2,4,na,3629,2014,2014,2014,6.7
F,P4,1,2014,1,2,3,na,3630,2014,2014,2014,6.3
F,P4,1,2014,1,2,3,na,3631,2014,2014,2014,8.3
F,P4,1,2014,1,2,4,na,3632,2014,2014,2014,7
F,P4,1,2014,1,2,3,na,3633,2014,2014,2014,7
F,P4,1,2014,1,2,4,na,3634,2014,2014,2014,7.5
F,P4,1,2014,1,2,3,na,3635,2014,2014,2014,7.4
F,P4,1,2014,1,2,4,na,3636,2014,2014,2014,8
F,P4,1,2014,1,2,3,na,3637,2014,2014,2014,8.7
F,P4,1,2014,1,2,4,na,3638,2014,2014,2014,6.5
F,P4,1,2014,1,2,3,na,3639,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3640,2014,2014,2014,6.6
F,P4,1,2014,1,2,4,na,3641,2014,2014,2014,6
F,P4,1,2014,1,2,3,na,3642,2014,2014,2014,4.8
F,P4,1,2014,1,2,4,na,3643,2014,2014,2014,9.4
F,P4,1,2014,1,2,3,na,3644,2014,2014,2014,7
F,P4,1,2014,1,2,3,na,3645,2014,2014,2014,7
F,P4,1,2014,1,2,4,na,3646,2014,2014,2014,7.7
F,P4,1,2014,1,2,3,na,3647,2014,2014,2014,6.9
F,P4,1,2014,1,2,3,na,3648,2014,2014,2014,6.9
F,P4,1,2014,1,2,4,na,3649,2014,2014,2014,6.8
F,P4,1,2014,1,2,4,na,3650,2014,2014,2014,6.3
F,P4,1,2014,1,2,4,na,3651,2014,2014,2014,7.6
F,P4,1,2014,1,2,4,na,3652,2014,2014,2014,10.9
F,P4,1,2014,1,2,3,na,3653,2014,2014,2014,8
F,P4,1,2014,1,2,4,na,3654,2014,2014,2014,5.3
F,P4,1,2014,1,2,3,na,3655,2014,2014,2014,6.2
F,P4,1,2014,1,2,4,na,3656,2014,2014,2014,8.1
F,P4,1,2014,1,2,3,na,3657,2014,2014,2014,7.7
F,P4,1,2014,1,2,3,na,3658,2014,2014,2014,6.2
F,P4,1,2014,1,2,3,na,3659,2014,2014,2014,6.2
F,P4,1,2014,1,2,4,na,3660,2014,2014,2014,7.7
F,P4,1,2014,1,2,4,na,3661,2014,2014,2014,6.3
F,P4,1,2014,1,2,3,na,3662,2014,2014,2014,8.1
F,P4,1,2014,1,2,3,na,3663,2014,2014,2014,6.9
F,P4,1,2014,1,2,4,na,3664,2014,2014,2014,7.7
F,P4,1,2014,1,2,4,na,3665,2014,2014,2014,8.1
F,P4,1,2014,1,2,3,na,3666,2014,2014,2014,7.1
F,P4,1,2014,1,2,4,na,3667,2014,2014,2014,7
F,P4,1,2014,1,2,4,na,3668,2014,2014,2014,7.3
F,P4,1,2014,1,2,3,na,3669,2014,2014,2014,6.4
F,P4,1,2014,1,2,4,na,3670,2014,2014,2014,8.8
F,P4,1,2014,1,2,4,na,3671,2014,2014,2014,9.9
F,P4,1,2014,1,2,4,na,3672,2014,2014,2014,8.3
F,P4,1,2014,1,2,3,na,3673,2014,2014,2014,6.8
F,P4,1,2014,1,2,4,na,3674,2014,2014,2014,5.5
F,P4,1,2014,1,2,3,na,3675,2014,2014,2014,7.8
F,P4,1,2014,1,2,3,na,3676,2014,2014,2014,6.1
F,P4,1,2014,1,2,3,na,3677,2014,2014,2014,9.3
F,P4,1,2014,1,2,3,na,3678,2014,2014,2014,11.9
F,P4,1,2014,1,2,3,na,3679,2014,2014,2014,7.8
F,P4,1,2014,1,2,3,na,3680,2014,2014,2014,7.4
F,P4,1,2014,1,2,4,na,3681,2014,2014,2014,8.5
F,P4,1,2014,1,2,4,na,3682,2014,2014,2014,7.3
F,P4,1,2014,1,2,3,na,3683,2014,2014,2014,7.4
F,P4,1,2014,1,2,4,na,3684,2014,2014,2014,7.9
F,P4,1,2014,1,2,4,na,3685,2014,2014,2014,6
F,P4,1,2014,1,2,3,na,3686,2014,2014,2014,4.8
F,P4,1,2014,1,2,4,na,3687,2014,2014,2014,7.1
F,P4,1,2014,1,2,4,na,3688,2014,2014,2014,5.1
F,P4,1,2014,1,2,3,na,3689,2014,2014,2014,7.2
F,P4,1,2014,1,2,3,na,3690,2014,2014,2014,7.8
F,P4,1,2014,1,2,3,na,3691,2014,2014,2014,6.8
F,P4,1,2014,1,2,3,na,3692,2014,2014,2014,7.5
F,P4,1,2014,2,3,5,na,3693,2014,2014,2014,8.6
F,P4,1,2014,2,3,6,na,3694,2014,2014,2014,6.9
F,P4,1,2014,2,3,5,na,3695,2014,2014,2014,7
F,P4,1,2014,2,3,6,na,3696,2014,2014,2014,5.7
F,P4,1,2014,2,3,6,na,3697,2014,2014,2014,7.9
F,P4,1,2014,2,3,5,na,3698,2014,2014,2014,7
F,P4,1,2014,2,3,5,na,3699,2014,2014,2014,7.5
F,P4,1,2014,2,3,5,na,3700,2014,2014,2014,7.4
F,P4,1,2014,2,3,5,na,3701,2014,2014,2014,7.1
F,P4,1,2014,2,3,6,na,3702,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3703,2014,2014,2014,7
F,P4,1,2014,2,3,6,na,3704,2014,2014,2014,8.6
F,P4,1,2014,2,3,5,na,3705,2014,2014,2014,9.2
F,P4,1,2014,2,3,5,na,3706,2014,2014,2014,7
F,P4,1,2014,2,3,6,na,3707,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3708,2014,2014,2014,6.9
F,P4,1,2014,2,3,5,na,3709,2014,2014,2014,8.2
F,P4,1,2014,2,3,5,na,3710,2014,2014,2014,6.6
F,P4,1,2014,2,3,6,na,3711,2014,2014,2014,6.7
F,P4,1,2014,2,3,6,na,3712,2014,2014,2014,6.2
F,P4,1,2014,2,3,6,na,3713,2014,2014,2014,9.1
F,P4,1,2014,2,3,5,na,3714,2014,2014,2014,6.6
F,P4,1,2014,2,3,6,na,3715,2014,2014,2014,7.2
F,P4,1,2014,2,3,5,na,3716,2014,2014,2014,8.5
F,P4,1,2014,2,3,5,na,3717,2014,2014,2014,8.6
F,P4,1,2014,2,3,6,na,3718,2014,2014,2014,5.8
F,P4,1,2014,2,3,6,na,3719,2014,2014,2014,8.5
F,P4,1,2014,2,3,6,na,3720,2014,2014,2014,6.8
F,P4,1,2014,2,3,6,na,3721,2014,2014,2014,5.7
F,P4,1,2014,2,3,5,na,3722,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3723,2014,2014,2014,7.4
F,P4,1,2014,2,3,6,na,3724,2014,2014,2014,6.8
F,P4,1,2014,2,3,5,na,3725,2014,2014,2014,7.1
F,P4,1,2014,2,3,6,na,3726,2014,2014,2014,7.8
F,P4,1,2014,2,3,6,na,3727,2014,2014,2014,9.6
F,P4,1,2014,2,3,5,na,3728,2014,2014,2014,7.4
F,P4,1,2014,2,3,6,na,3729,2014,2014,2014,7.5
F,P4,1,2014,2,3,5,na,3730,2014,2014,2014,4.8
F,P4,1,2014,2,3,5,na,3731,2014,2014,2014,8.4
F,P4,1,2014,2,3,6,na,3732,2014,2014,2014,5.3
F,P4,1,2014,2,3,6,na,3733,2014,2014,2014,7.3
F,P4,1,2014,2,3,5,na,3734,2014,2014,2014,7.5
F,P4,1,2014,2,3,5,na,3735,2014,2014,2014,7.5
F,P4,1,2014,2,3,5,na,3736,2014,2014,2014,5.3
F,P4,1,2014,2,3,6,na,3737,2014,2014,2014,6.1
F,P4,1,2014,2,3,6,na,3738,2014,2014,2014,6.5
F,P4,1,2014,2,3,6,na,3739,2014,2014,2014,7.4
F,P4,1,2014,2,3,6,na,3740,2014,2014,2014,6.6
F,P4,1,2014,2,3,6,na,3741,2014,2014,2014,6.7
F,P4,1,2014,2,3,5,na,3742,2014,2014,2014,5.2
F,P4,1,2014,2,3,6,na,3743,2014,2014,2014,5.3
F,P4,1,2014,2,3,6,na,3744,2014,2014,2014,5.4
F,P4,1,2014,2,3,5,na,3745,2014,2014,2014,5.5
F,P4,1,2014,2,3,5,na,3746,2014,2014,2014,7.7
F,P4,1,2014,2,3,6,na,3747,2014,2014,2014,7.2
F,P4,1,2014,2,3,6,na,3748,2014,2014,2014,4
F,P4,1,2014,2,3,5,na,3749,2014,2014,2014,7.9
F,P4,1,2014,2,3,6,na,3750,2014,2014,2014,8.3
F,P4,1,2014,2,3,5,na,3751,2014,2014,2014,6.7
F,P4,1,2014,2,3,5,na,3752,2014,2014,2014,8.1
F,P4,1,2014,2,3,5,na,3753,2014,2014,2014,5.8
F,P4,1,2014,2,3,5,na,3754,2014,2014,2014,6.8
F,P4,1,2014,2,3,6,na,3755,2014,2014,2014,6.4
F,P4,1,2014,2,3,6,na,3756,2014,2014,2014,7.4
F,P4,1,2014,2,3,6,na,3757,2014,2014,2014,7.1
F,P4,1,2014,2,3,5,na,3758,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3759,2014,2014,2014,6.7
F,P4,1,2014,2,3,6,na,3760,2014,2014,2014,6.9
F,P4,1,2014,2,3,6,na,3761,2014,2014,2014,10.5
F,P4,1,2014,2,3,6,na,3762,2014,2014,2014,8.9
F,P4,1,2014,2,3,6,na,3763,2014,2014,2014,5.6
F,P4,1,2014,2,3,5,na,3764,2014,2014,2014,7.9
F,P4,1,2014,2,3,6,na,3765,2014,2014,2014,8.2
F,P4,1,2014,2,3,5,na,3766,2014,2014,2014,7.6
F,P4,1,2014,2,3,5,na,3767,2014,2014,2014,8.6
F,P4,1,2014,2,3,5,na,3768,2014,2014,2014,5.6
F,P4,1,2014,2,3,5,na,3769,2014,2014,2014,6.3
F,P4,1,2014,2,3,6,na,3770,2014,2014,2014,5.7
F,P4,1,2014,2,3,6,na,3771,2014,2014,2014,5.6
F,P4,1,2014,2,3,5,na,3772,2014,2014,2014,7.4
F,P4,1,2014,2,3,6,na,3773,2014,2014,2014,7.8
F,P4,1,2014,2,3,6,na,3774,2014,2014,2014,6.6
F,P4,1,2014,2,3,6,na,3775,2014,2014,2014,7.2
F,P4,1,2014,2,3,6,na,3776,2014,2014,2014,7.1
F,P4,1,2014,2,3,5,na,3777,2014,2014,2014,6.5
F,P4,1,2014,2,3,6,na,3778,2014,2014,2014,5.9
F,P4,1,2014,2,3,5,na,3779,2014,2014,2014,6.3
F,P4,1,2014,2,3,5,na,3780,2014,2014,2014,7.1
F,P4,1,2014,2,3,5,na,3781,2014,2014,2014,7.7
F,P4,1,2014,2,3,6,na,3782,2014,2014,2014,7.5
F,P4,1,2014,2,3,5,na,3783,2014,2014,2014,8.6
F,P4,1,2014,2,3,6,na,3784,2014,2014,2014,7.6
F,P4,1,2014,2,3,5,na,3785,2014,2014,2014,7.2
F,P4,1,2014,2,3,5,na,3786,2014,2014,2014,7
F,P4,1,2014,2,3,5,na,3787,2014,2014,2014,6.1
F,P4,1,2014,2,3,6,na,3788,2014,2014,2014,6.4
F,P4,1,2014,2,3,6,na,3789,2014,2014,2014,7.3
F,P4,1,2014,2,3,5,na,3790,2014,2014,2014,6.5
F,P4,1,2014,2,3,6,na,3791,2014,2014,2014,6.8
F,P4,1,2014,2,3,6,na,3792,2014,2014,2014,6.7
F,P4,1,2014,2,3,5,na,3793,2014,2014,2014,6.2
F,P4,1,2014,2,3,5,na,3794,2014,2014,2014,6.2
F,P4,1,2014,2,3,6,na,3795,2014,2014,2014,9.2
F,P4,1,2014,2,3,5,na,3796,2014,2014,2014,5.2
F,P4,1,2014,2,3,6,na,3797,2014,2014,2014,6.5
F,P4,1,2014,2,3,6,na,3798,2014,2014,2014,6.1
F,P4,1,2014,2,3,6,na,3799,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3800,2014,2014,2014,7.3
F,P4,1,2014,2,3,5,na,3801,2014,2014,2014,8.7
F,P4,1,2014,2,3,6,na,3802,2014,2014,2014,4.9
F,P4,1,2014,2,3,6,na,3803,2014,2014,2014,7.7
F,P4,1,2014,2,3,6,na,3804,2014,2014,2014,9.7
F,P4,1,2014,2,3,6,na,3805,2014,2014,2014,4.6
F,P4,1,2014,2,3,5,na,3806,2014,2014,2014,6.7
F,P4,1,2014,2,3,5,na,3807,2014,2014,2014,7.1
F,P4,1,2014,2,3,6,na,3808,2014,2014,2014,4.4
F,P4,1,2014,2,3,5,na,3809,2014,2014,2014,6.9
F,P4,1,2014,2,3,5,na,3810,2014,2014,2014,6
F,P4,1,2014,2,3,6,na,3811,2014,2014,2014,6.1
F,P4,1,2014,2,3,6,na,3812,2014,2014,2014,7.8
F,P4,1,2014,2,3,5,na,3813,2014,2014,2014,6.8
F,P4,1,2014,2,3,6,na,3814,2014,2014,2014,6.6
F,P4,1,2014,2,3,6,na,3815,2014,2014,2014,8.3
F,P4,1,2014,2,3,6,na,3816,2014,2014,2014,5.3
F,P4,1,2014,2,3,5,na,3817,2014,2014,2014,6.6
F,P4,1,2014,2,3,6,na,3818,2014,2014,2014,7.8
F,P4,1,2014,2,3,5,na,3819,2014,2014,2014,8.9
F,P4,1,2014,2,3,5,na,3820,2014,2014,2014,8.5
F,P4,1,2014,2,3,5,na,3821,2014,2014,2014,6.5
F,P4,1,2014,2,3,6,na,3822,2014,2014,2014,7.4
F,P4,1,2014,2,3,6,na,3823,2014,2014,2014,9.7
F,P4,1,2014,2,3,5,na,3824,2014,2014,2014,7.8
F,P4,1,2014,2,3,5,na,3825,2014,2014,2014,7.9
F,P4,1,2014,2,3,5,na,3826,2014,2014,2014,9.2
F,P4,1,2014,2,3,6,na,3827,2014,2014,2014,8
F,P4,1,2014,2,3,6,na,3828,2014,2014,2014,5.9
F,P4,1,2014,2,3,5,na,3829,2014,2014,2014,5.9
F,P4,1,2014,2,3,6,na,3830,2014,2014,2014,5.7
F,P4,1,2014,2,3,5,na,3831,2014,2014,2014,8.3
F,P4,1,2014,2,3,5,na,3832,2014,2014,2014,8.6
F,P4,1,2014,2,3,5,na,3833,2014,2014,2014,9.3
F,P4,1,2014,2,3,6,na,3834,2014,2014,2014,8.3
F,P4,1,2014,2,3,5,na,3835,2014,2014,2014,6.4
F,P4,1,2014,2,3,5,na,3836,2014,2014,2014,10.2
F,P4,1,2014,2,3,5,na,3837,2014,2014,2014,7.5
F,P4,1,2014,2,3,6,na,3838,2014,2014,2014,8.1
F,P4,1,2014,2,3,6,na,3839,2014,2014,2014,7.6
F,P4,1,2014,2,3,5,na,3840,2014,2014,2014,9.1
F,P4,1,2014,2,3,5,na,3841,2014,2014,2014,8.6
F,P4,1,2014,2,3,6,na,3842,2014,2014,2014,7.5
F,P4,1,2014,2,3,6,na,3843,2014,2014,2014,7.1
F,P4,1,2014,2,3,6,na,3844,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3845,2014,2014,2014,5.6
F,P4,1,2014,2,3,6,na,3846,2014,2014,2014,7.1
F,P4,1,2014,2,3,5,na,3847,2014,2014,2014,7.2
F,P4,1,2014,2,3,5,na,3848,2014,2014,2014,7.1
F,P4,1,2014,2,3,6,na,3849,2014,2014,2014,7.1
F,P4,1,2014,2,3,6,na,3850,2014,2014,2014,6.8
F,P4,1,2014,2,3,6,na,3851,2014,2014,2014,7.8
F,P4,1,2014,2,3,5,na,3852,2014,2014,2014,7.2
F,P4,1,2014,2,3,5,na,3853,2014,2014,2014,5.7
F,P4,1,2014,2,3,6,na,3854,2014,2014,2014,7.1
F,P4,1,2014,2,3,6,na,3855,2014,2014,2014,7.5
F,P4,1,2014,2,3,5,na,3856,2014,2014,2014,6.2
F,P4,1,2014,2,3,5,na,3857,2014,2014,2014,6.9
F,P4,1,2014,2,3,5,na,3858,2014,2014,2014,9.7
F,P4,1,2014,2,3,5,na,3859,2014,2014,2014,8.7
F,P4,1,2014,2,3,6,na,3860,2014,2014,2014,8.1
F,P4,1,2014,2,3,6,na,3861,2014,2014,2014,9
F,P4,1,2014,2,3,6,na,3862,2014,2014,2014,7.6
F,P4,1,2014,2,3,5,na,3863,2014,2014,2014,7.4
F,P4,1,2014,2,3,5,na,3864,2014,2014,2014,7.4
F,P4,1,2014,2,3,5,na,3865,2014,2014,2014,6.5
F,P4,1,2014,2,3,6,na,3866,2014,2014,2014,8.5
F,P4,1,2014,2,3,6,na,3867,2014,2014,2014,8
F,P4,1,2014,2,3,5,na,3868,2014,2014,2014,7.9
F,P4,1,2014,2,3,6,na,3869,2014,2014,2014,6.9
F,P4,1,2014,2,3,6,na,3870,2014,2014,2014,7.8
F,P4,1,2014,2,3,5,na,3871,2014,2014,2014,7.3
F,P4,1,2014,2,3,6,na,3872,2014,2014,2014,7.5
F,P4,1,2014,2,3,6,na,3873,2014,2014,2014,6.6
F,P4,1,2014,2,3,5,na,3874,2014,2014,2014,6.3
F,P4,1,2014,2,3,6,na,3875,2014,2014,2014,7.5
F,P4,1,2014,2,3,6,na,3876,2014,2014,2014,5.6
F,P4,1,2014,2,3,5,na,3877,2014,2014,2014,7.2
F,P4,1,2014,2,3,6,na,3878,2014,2014,2014,8.2
F,P4,1,2014,2,3,6,na,3879,2014,2014,2014,8.4
F,P4,1,2014,2,3,5,na,3880,2014,2014,2014,6.7
F,P4,1,2014,2,3,5,na,3881,2014,2014,2014,8.4
F,P4,1,2014,2,3,6,na,3882,2014,2014,2014,6.7
F,P4,1,2014,2,3,5,na,3883,2014,2014,2014,7.8
F,P4,1,2014,2,3,5,na,3884,2014,2014,2014,9.4
F,P4,1,2014,2,3,5,na,3885,2014,2014,2014,7.3
F,P4,1,2014,2,3,5,na,3886,2014,2014,2014,7.5
F,P4,1,2014,2,3,6,na,3887,2014,2014,2014,6.4
F,P4,1,2014,2,3,5,na,3888,2014,2014,2014,5.7
F,P4,1,2014,2,3,6,na,3889,2014,2014,2014,6.4
F,P4,1,2014,2,3,6,na,3890,2014,2014,2014,5.5
F,P4,1,2014,2,3,6,na,3891,2014,2014,2014,7.3
F,P4,1,2014,2,3,5,na,3892,2014,2014,2014,7.6
F,P4,1,2014,2,3,5,na,3893,2014,2014,2014,7.9
F,P4,1,2014,2,3,5,na,3894,2014,2014,2014,7.6
F,P4,1,2014,2,3,6,na,3895,2014,2014,2014,7.9
F,P4,1,2014,2,3,5,na,3896,2014,2014,2014,6.4
F,P4,1,2014,2,3,6,na,3897,2014,2014,2014,6.3
F,P4,1,2014,2,3,5,na,3898,2014,2014,2014,8.4
F,P4,1,2014,2,3,5,na,3899,2014,2014,2014,7.8
F,P4,1,2014,2,3,6,na,3900,2014,2014,2014,5.7
F,P4,1,2014,2,3,6,na,3901,2014,2014,2014,6.9
F,P4,1,2014,2,3,5,na,3902,2014,2014,2014,10
F,P4,1,2014,2,3,5,na,3903,2014,2014,2014,6.7
F,P4,1,2014,2,3,5,na,3904,2014,2014,2014,7.5
F,P4,1,2014,2,3,6,na,3905,2014,2014,2014,7.3
F,P4,1,2014,2,3,5,na,3906,2014,2014,2014,8.9
F,P4,1,2014,2,3,6,na,3907,2014,2014,2014,7.3
F,P4,1,2014,2,3,6,na,3908,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3909,2014,2014,2014,7.5
F,P4,1,2014,2,3,5,na,3910,2014,2014,2014,7.8
F,P4,1,2014,2,3,5,na,3911,2014,2014,2014,7.1
F,P4,1,2014,2,3,6,na,3912,2014,2014,2014,7.3
F,P4,1,2014,2,3,6,na,3913,2014,2014,2014,7.6
F,P4,1,2014,2,3,6,na,3914,2014,2014,2014,12.2
F,P4,1,2014,2,3,5,na,3915,2014,2014,2014,11.5
F,P4,1,2014,2,3,6,na,3916,2014,2014,2014,7.5
F,P4,1,2014,2,3,6,na,3917,2014,2014,2014,6.5
F,P4,1,2014,2,3,6,na,3918,2014,2014,2014,5.9
F,P4,1,2014,2,3,5,na,3919,2014,2014,2014,7.3
F,P4,1,2014,2,3,6,na,3920,2014,2014,2014,8.4
F,P4,1,2014,2,3,5,na,3921,2014,2014,2014,8
F,P4,1,2014,2,3,6,na,3922,2014,2014,2014,8.5
F,P4,1,2014,2,3,5,na,3923,2014,2014,2014,8.3
F,P4,1,2014,2,3,5,na,3924,2014,2014,2014,7.4
F,P4,1,2014,2,3,6,na,3925,2014,2014,2014,6.1
F,P4,1,2014,2,3,5,na,3926,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3927,2014,2014,2014,7.5
F,P4,1,2014,2,3,6,na,3928,2014,2014,2014,6.7
F,P4,1,2014,2,3,6,na,3929,2014,2014,2014,7.9
F,P4,1,2014,2,3,5,na,3930,2014,2014,2014,10.9
F,P4,1,2014,2,3,6,na,3931,2014,2014,2014,7.4
F,P4,1,2014,2,3,5,na,3932,2014,2014,2014,6.7
F,P4,1,2014,2,3,5,na,3933,2014,2014,2014,7.3
F,P4,1,2014,2,3,6,na,3934,2014,2014,2014,8.3
F,P4,1,2014,2,3,6,na,3935,2014,2014,2014,7.4
F,P4,1,2014,2,3,5,na,3936,2014,2014,2014,7.7
F,P4,1,2014,2,3,6,na,3937,2014,2014,2014,7.4
F,P4,1,2014,2,3,6,na,3938,2014,2014,2014,6
F,P4,1,2014,2,3,6,na,3939,2014,2014,2014,10.5
F,P4,1,2014,2,3,6,na,3940,2014,2014,2014,7.6
F,P4,1,2014,2,3,5,na,3941,2014,2014,2014,5.3
F,P4,1,2014,2,3,5,na,3942,2014,2014,2014,9
F,P4,1,2014,2,3,5,na,3943,2014,2014,2014,8.2
F,P4,1,2014,2,3,5,na,3944,2014,2014,2014,7.6
F,P4,1,2014,2,3,6,na,3945,2014,2014,2014,5.9
F,P4,1,2014,2,3,6,na,3946,2014,2014,2014,7.7
F,P4,1,2014,2,3,6,na,3947,2014,2014,2014,6.4
F,P4,1,2014,2,3,5,na,3948,2014,2014,2014,6.9
F,P4,1,2014,2,3,6,na,3949,2014,2014,2014,7.2
F,P4,1,2014,2,3,5,na,3950,2014,2014,2014,10.5
F,P4,1,2014,2,3,5,na,3951,2014,2014,2014,6.5
F,P4,1,2014,2,3,5,na,3952,2014,2014,2014,7.8
F,P4,1,2014,2,3,5,na,3953,2014,2014,2014,7.2
F,P4,1,2014,2,3,6,na,3954,2014,2014,2014,7.9
