L,T,S,PY,B,D,X,SP,P,Y,HDate,H,SSC
N,N8,1,2018,1,19,1,6,3131,2018,6/19/18,169,NA
N,N8,1,2018,1,19,1,6,3132,2018,7/17/18,197,NA
N,N8,1,2018,1,19,1,6,3133,2018,8/14/18,225,9.1
N,N8,1,2018,1,19,1,8,3134,2018,6/19/18,169,NA
N,N8,1,2018,1,19,1,8,3135,2018,7/17/18,197,NA
N,N8,1,2018,1,19,1,8,3136,2018,8/14/18,225,6.3
N,N8,1,2018,1,19,1,9,3137,2018,6/19/18,169,10.8
N,N8,1,2018,1,19,1,9,3138,2018,7/17/18,197,8.7
N,N8,1,2018,1,19,1,9,3139,2018,8/14/18,225,8.1
N,N8,1,2018,1,19,1,10,3140,2018,6/19/18,169,NA
N,N8,1,2018,1,19,1,10,3141,2018,7/17/18,197,NA
N,N8,1,2018,1,19,1,10,3142,2018,8/14/18,225,8.3
N,N8,1,2018,1,19,1,13,3143,2018,6/19/18,169,10.1
N,N8,1,2018,1,19,1,13,3144,2018,7/17/18,197,6.8
N,N8,1,2018,1,19,1,13,3145,2018,8/14/18,225,NA
F,P4,1,2014,1,1,1,na,3146,2014,2014,2014,8
F,P4,1,2014,1,1,2,na,3147,2014,2014,2014,7
F,P4,1,2014,1,1,1,na,3148,2014,2014,2014,9
F,P4,1,2014,1,1,1,na,3149,2014,2014,2014,6.4
F,P4,1,2014,1,1,2,na,3150,2014,2014,2014,7.4
F,P4,1,2014,1,1,1,na,3151,2014,2014,2014,10.2
F,P4,1,2014,1,1,1,na,3152,2014,2014,2014,7.6
F,P4,1,2014,1,1,1,na,3153,2014,2014,2014,6.4
F,P4,1,2014,1,1,2,na,3154,2014,2014,2014,6.2
F,P4,1,2014,1,1,1,na,3155,2014,2014,2014,7.1
F,P4,1,2014,1,1,2,na,3156,2014,2014,2014,6.6
F,P4,1,2014,1,1,1,na,3157,2014,2014,2014,6.4
F,P4,1,2014,1,1,1,na,3158,2014,2014,2014,8.9
F,P4,1,2014,1,1,1,na,3159,2014,2014,2014,8.3
F,P4,1,2014,1,1,2,na,3160,2014,2014,2014,7
F,P4,1,2014,1,1,2,na,3161,2014,2014,2014,6.1
F,P4,1,2014,1,1,1,na,3162,2014,2014,2014,5.4
F,P4,1,2014,1,1,1,na,3163,2014,2014,2014,8.7
F,P4,1,2014,1,1,2,na,3164,2014,2014,2014,7.1
F,P4,1,2014,1,1,2,na,3165,2014,2014,2014,7.2
F,P4,1,2014,1,1,1,na,3166,2014,2014,2014,6.4
F,P4,1,2014,1,1,1,na,3167,2014,2014,2014,7.5
F,P4,1,2014,1,1,2,na,3168,2014,2014,2014,8.2
F,P4,1,2014,1,1,2,na,3169,2014,2014,2014,8
F,P4,1,2014,1,1,2,na,3170,2014,2014,2014,6.1
F,P4,1,2014,1,1,2,na,3171,2014,2014,2014,5.3
F,P4,1,2014,1,1,1,na,3172,2014,2014,2014,8.2
F,P4,1,2014,1,1,1,na,3173,2014,2014,2014,4
F,P4,1,2014,1,1,2,na,3174,2014,2014,2014,6.3
F,P4,1,2014,1,1,2,na,3175,2014,2014,2014,5.9
F,P4,1,2014,1,1,1,na,3176,2014,2014,2014,7.6
F,P4,1,2014,1,1,2,na,3177,2014,2014,2014,7.9
F,P4,1,2014,1,1,2,na,3178,2014,2014,2014,9.7
F,P4,1,2014,1,1,2,na,3179,2014,2014,2014,9.7
F,P4,1,2014,1,1,1,na,3180,2014,2014,2014,9.2
F,P4,1,2014,1,1,2,na,3181,2014,2014,2014,7.4
F,P4,1,2014,1,1,2,na,3182,2014,2014,2014,9.4
F,P4,1,2014,1,1,1,na,3183,2014,2014,2014,9.5
F,P4,1,2014,1,1,1,na,3184,2014,2014,2014,7.4
F,P4,1,2014,1,1,1,na,3185,2014,2014,2014,8.6
F,P4,1,2014,1,1,2,na,3186,2014,2014,2014,8.2
F,P4,1,2014,1,1,1,na,3187,2014,2014,2014,9.9
F,P4,1,2014,1,1,1,na,3188,2014,2014,2014,7.6
F,P4,1,2014,1,1,1,na,3189,2014,2014,2014,5.9
F,P4,1,2014,1,1,2,na,3190,2014,2014,2014,7
F,P4,1,2014,1,1,2,na,3191,2014,2014,2014,6
F,P4,1,2014,1,1,1,na,3192,2014,2014,2014,7
F,P4,1,2014,1,1,2,na,3193,2014,2014,2014,6.3
F,P4,1,2014,1,1,1,na,3194,2014,2014,2014,6.3
F,P4,1,2014,1,1,1,na,3195,2014,2014,2014,6.6
F,P4,1,2014,1,1,2,na,3196,2014,2014,2014,7.8
F,P4,1,2014,1,1,1,na,3197,2014,2014,2014,6.8
F,P4,1,2014,1,1,2,na,3198,2014,2014,2014,5.4
F,P4,1,2014,1,1,2,na,3199,2014,2014,2014,6.5
F,P4,1,2014,1,1,2,na,3200,2014,2014,2014,7.6
F,P4,1,2014,1,1,1,na,3201,2014,2014,2014,7.7
F,P4,1,2014,1,1,2,na,3202,2014,2014,2014,7.5
F,P4,1,2014,1,1,2,na,3203,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3204,2014,2014,2014,6.3
F,P4,1,2014,1,1,2,na,3205,2014,2014,2014,7.8
F,P4,1,2014,1,1,1,na,3206,2014,2014,2014,7.6
F,P4,1,2014,1,1,1,na,3207,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3208,2014,2014,2014,8.2
F,P4,1,2014,1,1,2,na,3209,2014,2014,2014,5.9
F,P4,1,2014,1,1,2,na,3210,2014,2014,2014,9
F,P4,1,2014,1,1,2,na,3211,2014,2014,2014,6.6
F,P4,1,2014,1,1,1,na,3212,2014,2014,2014,6.8
F,P4,1,2014,1,1,2,na,3213,2014,2014,2014,5.5
F,P4,1,2014,1,1,1,na,3214,2014,2014,2014,8.9
F,P4,1,2014,1,1,2,na,3215,2014,2014,2014,5.8
F,P4,1,2014,1,1,1,na,3216,2014,2014,2014,5.9
F,P4,1,2014,1,1,2,na,3217,2014,2014,2014,7.2
F,P4,1,2014,1,1,1,na,3218,2014,2014,2014,6.5
F,P4,1,2014,1,1,2,na,3219,2014,2014,2014,8.1
F,P4,1,2014,1,1,1,na,3220,2014,2014,2014,8
F,P4,1,2014,1,1,2,na,3221,2014,2014,2014,5.8
F,P4,1,2014,1,1,2,na,3222,2014,2014,2014,8.2
F,P4,1,2014,1,1,1,na,3223,2014,2014,2014,6.2
F,P4,1,2014,1,1,2,na,3224,2014,2014,2014,7.8
F,P4,1,2014,1,1,2,na,3225,2014,2014,2014,7.1
F,P4,1,2014,1,1,1,na,3226,2014,2014,2014,7.1
F,P4,1,2014,1,1,2,na,3227,2014,2014,2014,7.1
F,P4,1,2014,1,1,2,na,3228,2014,2014,2014,6.6
F,P4,1,2014,1,1,1,na,3229,2014,2014,2014,7
F,P4,1,2014,1,1,1,na,3230,2014,2014,2014,8.9
F,P4,1,2014,1,1,1,na,3231,2014,2014,2014,7
F,P4,1,2014,1,1,2,na,3232,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3233,2014,2014,2014,6.9
F,P4,1,2014,1,1,2,na,3234,2014,2014,2014,7.3
F,P4,1,2014,1,1,2,na,3235,2014,2014,2014,9.9
F,P4,1,2014,1,1,1,na,3236,2014,2014,2014,5.9
F,P4,1,2014,1,1,2,na,3237,2014,2014,2014,7.5
F,P4,1,2014,1,1,1,na,3238,2014,2014,2014,10.4
F,P4,1,2014,1,1,2,na,3239,2014,2014,2014,8
F,P4,1,2014,1,1,1,na,3240,2014,2014,2014,7.6
F,P4,1,2014,1,1,1,na,3241,2014,2014,2014,7.8
F,P4,1,2014,1,1,2,na,3242,2014,2014,2014,6.7
F,P4,1,2014,1,1,1,na,3243,2014,2014,2014,6.4
F,P4,1,2014,1,1,1,na,3244,2014,2014,2014,7.6
F,P4,1,2014,1,1,2,na,3245,2014,2014,2014,6.7
F,P4,1,2014,1,1,1,na,3246,2014,2014,2014,7.3
F,P4,1,2014,1,1,2,na,3247,2014,2014,2014,8.2
F,P4,1,2014,1,1,2,na,3248,2014,2014,2014,6.9
F,P4,1,2014,1,1,1,na,3249,2014,2014,2014,6.7
F,P4,1,2014,1,1,2,na,3250,2014,2014,2014,7.6
F,P4,1,2014,1,1,1,na,3251,2014,2014,2014,6.8
F,P4,1,2014,1,1,2,na,3252,2014,2014,2014,6.3
F,P4,1,2014,1,1,1,na,3253,2014,2014,2014,5.6
F,P4,1,2014,1,1,2,na,3254,2014,2014,2014,7.5
F,P4,1,2014,1,1,2,na,3255,2014,2014,2014,8.8
F,P4,1,2014,1,1,1,na,3256,2014,2014,2014,7.7
F,P4,1,2014,1,1,2,na,3257,2014,2014,2014,6
F,P4,1,2014,1,1,2,na,3258,2014,2014,2014,7.1
F,P4,1,2014,1,1,2,na,3259,2014,2014,2014,4.8
F,P4,1,2014,1,1,1,na,3260,2014,2014,2014,6.8
F,P4,1,2014,1,1,1,na,3261,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3262,2014,2014,2014,7.8
F,P4,1,2014,1,1,2,na,3263,2014,2014,2014,7.9
F,P4,1,2014,1,1,2,na,3264,2014,2014,2014,7.6
F,P4,1,2014,1,1,2,na,3265,2014,2014,2014,7.2
F,P4,1,2014,1,1,1,na,3266,2014,2014,2014,8.2
F,P4,1,2014,1,1,2,na,3267,2014,2014,2014,6.6
F,P4,1,2014,1,1,1,na,3268,2014,2014,2014,8.1
F,P4,1,2014,1,1,2,na,3269,2014,2014,2014,6.6
F,P4,1,2014,1,1,2,na,3270,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3271,2014,2014,2014,6.6
F,P4,1,2014,1,1,2,na,3272,2014,2014,2014,6.1
F,P4,1,2014,1,1,1,na,3273,2014,2014,2014,7.4
F,P4,1,2014,1,1,2,na,3274,2014,2014,2014,9.1
F,P4,1,2014,1,1,1,na,3275,2014,2014,2014,8.4
F,P4,1,2014,1,1,1,na,3276,2014,2014,2014,8.7
F,P4,1,2014,1,1,2,na,3277,2014,2014,2014,7.7
F,P4,1,2014,1,1,2,na,3278,2014,2014,2014,6.8
F,P4,1,2014,1,1,2,na,3279,2014,2014,2014,8.2
F,P4,1,2014,1,1,1,na,3280,2014,2014,2014,7.2
F,P4,1,2014,1,1,1,na,3281,2014,2014,2014,6.6
F,P4,1,2014,1,1,2,na,3282,2014,2014,2014,7.8
F,P4,1,2014,1,1,1,na,3283,2014,2014,2014,6.7
F,P4,1,2014,1,1,1,na,3284,2014,2014,2014,7.8
F,P4,1,2014,1,1,1,na,3285,2014,2014,2014,7.3
F,P4,1,2014,1,1,2,na,3286,2014,2014,2014,7.5
F,P4,1,2014,1,1,2,na,3287,2014,2014,2014,7.2
F,P4,1,2014,1,1,2,na,3288,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3289,2014,2014,2014,6.6
F,P4,1,2014,1,1,1,na,3290,2014,2014,2014,5.5
F,P4,1,2014,1,1,2,na,3291,2014,2014,2014,5.3
F,P4,1,2014,1,1,2,na,3292,2014,2014,2014,6.3
F,P4,1,2014,1,1,2,na,3293,2014,2014,2014,7.4
F,P4,1,2014,1,1,1,na,3294,2014,2014,2014,6.7
F,P4,1,2014,1,1,2,na,3295,2014,2014,2014,6.6
F,P4,1,2014,1,1,2,na,3296,2014,2014,2014,7
F,P4,1,2014,1,1,1,na,3297,2014,2014,2014,6.1
F,P4,1,2014,1,1,1,na,3298,2014,2014,2014,8.1
F,P4,1,2014,1,1,2,na,3299,2014,2014,2014,7.5
F,P4,1,2014,1,1,1,na,3300,2014,2014,2014,7.9
F,P4,1,2014,1,1,1,na,3301,2014,2014,2014,6.3
F,P4,1,2014,1,1,1,na,3302,2014,2014,2014,6.1
F,P4,1,2014,1,1,2,na,3303,2014,2014,2014,6.4
F,P4,1,2014,1,1,1,na,3304,2014,2014,2014,7.5
F,P4,1,2014,1,1,2,na,3305,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3306,2014,2014,2014,6.1
F,P4,1,2014,1,1,1,na,3307,2014,2014,2014,7.9
F,P4,1,2014,1,1,2,na,3308,2014,2014,2014,9.8
F,P4,1,2014,1,1,2,na,3309,2014,2014,2014,7.1
F,P4,1,2014,1,1,1,na,3310,2014,2014,2014,7.9
F,P4,1,2014,1,1,2,na,3311,2014,2014,2014,6.6
F,P4,1,2014,1,1,1,na,3312,2014,2014,2014,6.4
F,P4,1,2014,1,1,2,na,3313,2014,2014,2014,7.4
F,P4,1,2014,1,1,1,na,3314,2014,2014,2014,6.8
F,P4,1,2014,1,1,2,na,3315,2014,2014,2014,7.6
F,P4,1,2014,1,1,2,na,3316,2014,2014,2014,9.3
F,P4,1,2014,1,1,1,na,3317,2014,2014,2014,7
F,P4,1,2014,1,1,1,na,3318,2014,2014,2014,7
F,P4,1,2014,1,1,1,na,3319,2014,2014,2014,4.9
F,P4,1,2014,1,1,2,na,3320,2014,2014,2014,6.9
F,P4,1,2014,1,1,2,na,3321,2014,2014,2014,6.8
F,P4,1,2014,1,1,1,na,3322,2014,2014,2014,6.1
F,P4,1,2014,1,1,1,na,3323,2014,2014,2014,8
F,P4,1,2014,1,1,2,na,3324,2014,2014,2014,8.1
F,P4,1,2014,1,1,1,na,3325,2014,2014,2014,8
F,P4,1,2014,1,1,2,na,3326,2014,2014,2014,6.9
F,P4,1,2014,1,1,2,na,3327,2014,2014,2014,7.7
F,P4,1,2014,1,1,1,na,3328,2014,2014,2014,6.7
F,P4,1,2014,1,1,2,na,3329,2014,2014,2014,6.6
F,P4,1,2014,1,1,2,na,3330,2014,2014,2014,7.4
F,P4,1,2014,1,1,2,na,3331,2014,2014,2014,7.6
F,P4,1,2014,1,1,1,na,3332,2014,2014,2014,6.1
F,P4,1,2014,1,1,1,na,3333,2014,2014,2014,7.1
F,P4,1,2014,1,1,2,na,3334,2014,2014,2014,6.9
F,P4,1,2014,1,1,2,na,3335,2014,2014,2014,4.9
F,P4,1,2014,1,1,1,na,3336,2014,2014,2014,7.1
F,P4,1,2014,1,1,2,na,3337,2014,2014,2014,7.7
F,P4,1,2014,1,1,1,na,3338,2014,2014,2014,7.3
F,P4,1,2014,1,1,2,na,3339,2014,2014,2014,10.5
F,P4,1,2014,1,1,1,na,3340,2014,2014,2014,7.4
F,P4,1,2014,1,1,1,na,3341,2014,2014,2014,7.6
F,P4,1,2014,1,1,2,na,3342,2014,2014,2014,7.4
F,P4,1,2014,1,1,2,na,3343,2014,2014,2014,6.5
F,P4,1,2014,1,1,1,na,3344,2014,2014,2014,6.2
F,P4,1,2014,1,1,1,na,3345,2014,2014,2014,4.7
F,P4,1,2014,1,1,2,na,3346,2014,2014,2014,6.7
F,P4,1,2014,1,1,1,na,3347,2014,2014,2014,7.9
F,P4,1,2014,1,1,2,na,3348,2014,2014,2014,8.8
F,P4,1,2014,1,1,2,na,3349,2014,2014,2014,8.3
F,P4,1,2014,1,1,1,na,3350,2014,2014,2014,7.1
F,P4,1,2014,1,1,1,na,3351,2014,2014,2014,4.9
F,P4,1,2014,1,1,2,na,3352,2014,2014,2014,6.3
F,P4,1,2014,1,1,1,na,3353,2014,2014,2014,7.7
F,P4,1,2014,1,1,1,na,3354,2014,2014,2014,7.1
F,P4,1,2014,1,1,2,na,3355,2014,2014,2014,9.8
F,P4,1,2014,1,1,2,na,3356,2014,2014,2014,8
F,P4,1,2014,1,1,2,na,3357,2014,2014,2014,8.7
F,P4,1,2014,1,1,1,na,3358,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3359,2014,2014,2014,6.3
F,P4,1,2014,1,1,2,na,3360,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3361,2014,2014,2014,8.4
F,P4,1,2014,1,1,2,na,3362,2014,2014,2014,9.6
F,P4,1,2014,1,1,1,na,3363,2014,2014,2014,8.4
F,P4,1,2014,1,1,1,na,3364,2014,2014,2014,7.4
F,P4,1,2014,1,1,1,na,3365,2014,2014,2014,6.6
F,P4,1,2014,1,1,2,na,3366,2014,2014,2014,8.7
F,P4,1,2014,1,1,2,na,3367,2014,2014,2014,8.2
F,P4,1,2014,1,1,1,na,3368,2014,2014,2014,7.8
F,P4,1,2014,1,1,2,na,3369,2014,2014,2014,10.2
F,P4,1,2014,1,1,1,na,3370,2014,2014,2014,6
F,P4,1,2014,1,1,1,na,3371,2014,2014,2014,9.4
F,P4,1,2014,1,1,2,na,3372,2014,2014,2014,7.6
F,P4,1,2014,1,1,1,na,3373,2014,2014,2014,6.5
F,P4,1,2014,1,1,2,na,3374,2014,2014,2014,8.5
F,P4,1,2014,1,1,1,na,3375,2014,2014,2014,7.5
F,P4,1,2014,1,1,2,na,3376,2014,2014,2014,6.2
F,P4,1,2014,1,1,1,na,3377,2014,2014,2014,6.4
F,P4,1,2014,1,1,2,na,3378,2014,2014,2014,8.3
F,P4,1,2014,1,1,2,na,3379,2014,2014,2014,8.1
F,P4,1,2014,1,1,1,na,3380,2014,2014,2014,5.9
F,P4,1,2014,1,1,2,na,3381,2014,2014,2014,7.9
F,P4,1,2014,1,1,2,na,3382,2014,2014,2014,7.9
F,P4,1,2014,1,1,2,na,3383,2014,2014,2014,6.9
F,P4,1,2014,1,1,2,na,3384,2014,2014,2014,7.6
F,P4,1,2014,1,1,2,na,3385,2014,2014,2014,8.4
F,P4,1,2014,1,1,1,na,3386,2014,2014,2014,6.8
F,P4,1,2014,1,1,1,na,3387,2014,2014,2014,6.7
F,P4,1,2014,1,1,2,na,3388,2014,2014,2014,6.7
F,P4,1,2014,1,1,2,na,3389,2014,2014,2014,6.3
F,P4,1,2014,1,1,1,na,3390,2014,2014,2014,6.9
F,P4,1,2014,1,1,1,na,3391,2014,2014,2014,5.8
F,P4,1,2014,1,1,1,na,3392,2014,2014,2014,8.2
F,P4,1,2014,1,1,2,na,3393,2014,2014,2014,7.6
F,P4,1,2014,1,1,2,na,3394,2014,2014,2014,6.1
F,P4,1,2014,1,1,2,na,3395,2014,2014,2014,6.5
F,P4,1,2014,1,1,2,na,3396,2014,2014,2014,5
F,P4,1,2014,1,1,2,na,3397,2014,2014,2014,8.1
F,P4,1,2014,1,1,1,na,3398,2014,2014,2014,8.4
F,P4,1,2014,1,1,1,na,3399,2014,2014,2014,5.7
F,P4,1,2014,1,1,2,na,3400,2014,2014,2014,7.3
F,P4,1,2014,1,1,2,na,3401,2014,2014,2014,6.6
F,P4,1,2014,1,1,1,na,3402,2014,2014,2014,5.7
F,P4,1,2014,1,1,1,na,3403,2014,2014,2014,6.7
F,P4,1,2014,1,1,2,na,3404,2014,2014,2014,8
F,P4,1,2014,1,1,1,na,3405,2014,2014,2014,7.6
F,P4,1,2014,1,1,2,na,3406,2014,2014,2014,8.6
F,P4,1,2014,1,1,2,na,3407,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3408,2014,2014,2014,7.5
F,P4,1,2014,1,1,1,na,3409,2014,2014,2014,8.7
F,P4,1,2014,1,1,2,na,3410,2014,2014,2014,7.2
F,P4,1,2014,1,1,2,na,3411,2014,2014,2014,8.6
F,P4,1,2014,1,1,1,na,3412,2014,2014,2014,7.4
F,P4,1,2014,1,1,1,na,3413,2014,2014,2014,7.3
F,P4,1,2014,1,1,2,na,3414,2014,2014,2014,8.4
F,P4,1,2014,1,1,1,na,3415,2014,2014,2014,7.3
F,P4,1,2014,1,1,1,na,3416,2014,2014,2014,5.3
F,P4,1,2014,1,1,2,na,3417,2014,2014,2014,8.5
F,P4,1,2014,1,1,1,na,3418,2014,2014,2014,7.4
F,P4,1,2014,1,1,1,na,3419,2014,2014,2014,7.7
F,P4,1,2014,1,2,3,na,3420,2014,2014,2014,6.7
F,P4,1,2014,1,2,3,na,3421,2014,2014,2014,9.7
F,P4,1,2014,1,2,4,na,3422,2014,2014,2014,6.5
F,P4,1,2014,1,2,3,na,3423,2014,2014,2014,7.2
F,P4,1,2014,1,2,4,na,3424,2014,2014,2014,7
F,P4,1,2014,1,2,3,na,3425,2014,2014,2014,5.5
F,P4,1,2014,1,2,3,na,3426,2014,2014,2014,9.3
F,P4,1,2014,1,2,4,na,3427,2014,2014,2014,5.9
F,P4,1,2014,1,2,3,na,3428,2014,2014,2014,9
F,P4,1,2014,1,2,4,na,3429,2014,2014,2014,7.3
F,P4,1,2014,1,2,3,na,3430,2014,2014,2014,6.9
F,P4,1,2014,1,2,4,na,3431,2014,2014,2014,7.6
F,P4,1,2014,1,2,4,na,3432,2014,2014,2014,7
F,P4,1,2014,1,2,4,na,3433,2014,2014,2014,8
F,P4,1,2014,1,2,3,na,3434,2014,2014,2014,8.8
F,P4,1,2014,1,2,3,na,3435,2014,2014,2014,9.1
F,P4,1,2014,1,2,4,na,3436,2014,2014,2014,6.5
F,P4,1,2014,1,2,3,na,3437,2014,2014,2014,7.7
F,P4,1,2014,1,2,3,na,3438,2014,2014,2014,6.3
F,P4,1,2014,1,2,4,na,3439,2014,2014,2014,6.6
F,P4,1,2014,1,2,4,na,3440,2014,2014,2014,6.6
F,P4,1,2014,1,2,4,na,3441,2014,2014,2014,5.6
F,P4,1,2014,1,2,3,na,3442,2014,2014,2014,9.3
F,P4,1,2014,1,2,4,na,3443,2014,2014,2014,9.6
F,P4,1,2014,1,2,3,na,3444,2014,2014,2014,8.1
F,P4,1,2014,1,2,4,na,3445,2014,2014,2014,8.3
F,P4,1,2014,1,2,4,na,3446,2014,2014,2014,8.6
F,P4,1,2014,1,2,4,na,3447,2014,2014,2014,6.9
F,P4,1,2014,1,2,3,na,3448,2014,2014,2014,6.5
F,P4,1,2014,1,2,3,na,3449,2014,2014,2014,4.9
F,P4,1,2014,1,2,3,na,3450,2014,2014,2014,6.7
F,P4,1,2014,1,2,3,na,3451,2014,2014,2014,9.7
F,P4,1,2014,1,2,4,na,3452,2014,2014,2014,6.7
F,P4,1,2014,1,2,4,na,3453,2014,2014,2014,6.7
F,P4,1,2014,1,2,3,na,3454,2014,2014,2014,5.3
F,P4,1,2014,1,2,4,na,3455,2014,2014,2014,8.2
F,P4,1,2014,1,2,4,na,3456,2014,2014,2014,8.2
F,P4,1,2014,1,2,3,na,3457,2014,2014,2014,6.4
F,P4,1,2014,1,2,4,na,3458,2014,2014,2014,8.3
F,P4,1,2014,1,2,3,na,3459,2014,2014,2014,6.1
F,P4,1,2014,1,2,4,na,3460,2014,2014,2014,8.4
F,P4,1,2014,1,2,4,na,3461,2014,2014,2014,6.1
F,P4,1,2014,1,2,4,na,3462,2014,2014,2014,9.1
F,P4,1,2014,1,2,3,na,3463,2014,2014,2014,5.4
F,P4,1,2014,1,2,3,na,3464,2014,2014,2014,6.7
F,P4,1,2014,1,2,4,na,3465,2014,2014,2014,6.6
F,P4,1,2014,1,2,3,na,3466,2014,2014,2014,8.2
F,P4,1,2014,1,2,3,na,3467,2014,2014,2014,7.4
F,P4,1,2014,1,2,4,na,3468,2014,2014,2014,7.2
F,P4,1,2014,1,2,3,na,3469,2014,2014,2014,6.8
F,P4,1,2014,1,2,4,na,3470,2014,2014,2014,8
F,P4,1,2014,1,2,3,na,3471,2014,2014,2014,7.1
F,P4,1,2014,1,2,4,na,3472,2014,2014,2014,6.8
F,P4,1,2014,1,2,4,na,3473,2014,2014,2014,7.8
F,P4,1,2014,1,2,4,na,3474,2014,2014,2014,8.4
F,P4,1,2014,1,2,3,na,3475,2014,2014,2014,6
F,P4,1,2014,1,2,4,na,3476,2014,2014,2014,6
F,P4,1,2014,1,2,3,na,3477,2014,2014,2014,7.1
F,P4,1,2014,1,2,3,na,3478,2014,2014,2014,9.4
F,P4,1,2014,1,2,3,na,3479,2014,2014,2014,10.6
F,P4,1,2014,1,2,3,na,3480,2014,2014,2014,6.1
F,P4,1,2014,1,2,3,na,3481,2014,2014,2014,8
F,P4,1,2014,1,2,4,na,3482,2014,2014,2014,7.7
F,P4,1,2014,1,2,3,na,3483,2014,2014,2014,8.1
F,P4,1,2014,1,2,4,na,3484,2014,2014,2014,7.2
F,P4,1,2014,1,2,3,na,3485,2014,2014,2014,5.7
F,P4,1,2014,1,2,4,na,3486,2014,2014,2014,6.2
F,P4,1,2014,1,2,4,na,3487,2014,2014,2014,8
F,P4,1,2014,1,2,4,na,3488,2014,2014,2014,7.2
F,P4,1,2014,1,2,3,na,3489,2014,2014,2014,7
F,P4,1,2014,1,2,3,na,3490,2014,2014,2014,8.3
F,P4,1,2014,1,2,3,na,3491,2014,2014,2014,9.8
F,P4,1,2014,1,2,3,na,3492,2014,2014,2014,6.1
F,P4,1,2014,1,2,3,na,3493,2014,2014,2014,6.6
F,P4,1,2014,1,2,4,na,3494,2014,2014,2014,5.1
F,P4,1,2014,1,2,3,na,3495,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3496,2014,2014,2014,6.8
F,P4,1,2014,1,2,4,na,3497,2014,2014,2014,6.8
F,P4,1,2014,1,2,3,na,3498,2014,2014,2014,7.3
F,P4,1,2014,1,2,4,na,3499,2014,2014,2014,6.9
F,P4,1,2014,1,2,4,na,3500,2014,2014,2014,6.1
F,P4,1,2014,1,2,3,na,3501,2014,2014,2014,6.1
F,P4,1,2014,1,2,3,na,3502,2014,2014,2014,8.5
F,P4,1,2014,1,2,3,na,3503,2014,2014,2014,6.5
F,P4,1,2014,1,2,3,na,3504,2014,2014,2014,7.9
F,P4,1,2014,1,2,3,na,3505,2014,2014,2014,7.6
F,P4,1,2014,1,2,3,na,3506,2014,2014,2014,9.3
F,P4,1,2014,1,2,4,na,3507,2014,2014,2014,7.4
F,P4,1,2014,1,2,3,na,3508,2014,2014,2014,9.7
F,P4,1,2014,1,2,4,na,3509,2014,2014,2014,6.9
F,P4,1,2014,1,2,4,na,3510,2014,2014,2014,8.7
F,P4,1,2014,1,2,4,na,3511,2014,2014,2014,7.1
F,P4,1,2014,1,2,4,na,3512,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3513,2014,2014,2014,9.5
F,P4,1,2014,1,2,3,na,3514,2014,2014,2014,6.5
F,P4,1,2014,1,2,3,na,3515,2014,2014,2014,6.9
F,P4,1,2014,1,2,4,na,3516,2014,2014,2014,6.8
F,P4,1,2014,1,2,3,na,3517,2014,2014,2014,8.2
F,P4,1,2014,1,2,4,na,3518,2014,2014,2014,6.2
F,P4,1,2014,1,2,4,na,3519,2014,2014,2014,8.3
F,P4,1,2014,1,2,3,na,3520,2014,2014,2014,7.5
F,P4,1,2014,1,2,3,na,3521,2014,2014,2014,7.2
F,P4,1,2014,1,2,3,na,3522,2014,2014,2014,6
F,P4,1,2014,1,2,4,na,3523,2014,2014,2014,7
F,P4,1,2014,1,2,3,na,3524,2014,2014,2014,11.9
F,P4,1,2014,1,2,4,na,3525,2014,2014,2014,7.3
F,P4,1,2014,1,2,4,na,3526,2014,2014,2014,7.1
F,P4,1,2014,1,2,3,na,3527,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3528,2014,2014,2014,9.1
F,P4,1,2014,1,2,3,na,3529,2014,2014,2014,6.1
F,P4,1,2014,1,2,4,na,3530,2014,2014,2014,5.6
F,P4,1,2014,1,2,3,na,3531,2014,2014,2014,6.5
F,P4,1,2014,1,2,3,na,3532,2014,2014,2014,6.2
F,P4,1,2014,1,2,4,na,3533,2014,2014,2014,6.4
F,P4,1,2014,1,2,4,na,3534,2014,2014,2014,6.4
F,P4,1,2014,1,2,3,na,3535,2014,2014,2014,8.5
F,P4,1,2014,1,2,4,na,3536,2014,2014,2014,6.5
F,P4,1,2014,1,2,4,na,3537,2014,2014,2014,5.4
F,P4,1,2014,1,2,3,na,3538,2014,2014,2014,5.1
F,P4,1,2014,1,2,4,na,3539,2014,2014,2014,6.3
F,P4,1,2014,1,2,4,na,3540,2014,2014,2014,9.5
F,P4,1,2014,1,2,3,na,3541,2014,2014,2014,6.1
F,P4,1,2014,1,2,3,na,3542,2014,2014,2014,8
